topic,Refid,Bibliography,sampPoint,nSample,sampCountry,sampArea,sampY,targetSpecies,sampledMatrix,agent,anMeth,nPositive,common_name,strain,infectionMethod,chem,route,endpoint,dose
ALPHA Xylella,356,"M. Ionescu, P. A. Zaini, C. Baccari, S. Tran, A. M. da Silva and S. E. Lindow. ""Xylella fastidiosa outer membrane vesicles modulate plant colonization by blocking attachment to surfaces"". Proceedings of the National Academy of Sciences of the United States of America 111 (2014): E3910-E3918",,,United States,"Berkeley, California",,,,,"Culture method,Immunoblotting (IB),Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,"KLN61 (X. fastidiosa Temecula1 ?rpfF, KanR) and its gfp-marked derivative KLN121",Experimental infection,,,,
ALPHA Xylella,356,"M. Ionescu, P. A. Zaini, C. Baccari, S. Tran, A. M. da Silva and S. E. Lindow. ""Xylella fastidiosa outer membrane vesicles modulate plant colonization by blocking attachment to surfaces"". Proceedings of the National Academy of Sciences of the United States of America 111 (2014): E3910-E3918",,,United States,"Berkeley, California",,,,,"Culture method,Immunoblotting (IB),Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,Temecula1 (Wild type) and its gfp-marked derivative KLN59.3,Experimental infection,,,,
ALPHA Xylella,356,"M. Ionescu, P. A. Zaini, C. Baccari, S. Tran, A. M. da Silva and S. E. Lindow. ""Xylella fastidiosa outer membrane vesicles modulate plant colonization by blocking attachment to surfaces"". Proceedings of the National Academy of Sciences of the United States of America 111 (2014): E3910-E3918",,,United States,"Berkeley, CA",,,,,"Culture method,Immunoblotting (IB),Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,"ΔxadA1 (X. fastidiosa Temecula1 ΔxadA1, Kan)",Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,"La Mirada, California",,,,,"Culture method,Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Olive,LM10,Natural infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Almond,M23,Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Pathogenicity tests with vectors (PTV),Polymerase chain reaction (PCR)",,Olive,Dixon,Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Olive,LM10,Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Olive,RH1,Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Olive,RH1,Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Olive,RH1,Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Pathogenicity test with mechanical injury (PTM),Pathogenicity tests with vectors (PTV),Polymerase chain reaction (PCR)",,Olive,RH1,Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Almond,Fillmore,Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Almond,RH1,Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Almond,LM10,Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Almond,M12,Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Almond,Dixon,Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Grapevine,M23,Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Grapevine,Stags Leap,Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR)",,Grapevine,Temecula,Experimental infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,"Carlsbad, California",,,,,"Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Olive,,Natural infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,"Riverside, California",,,,,"Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Olive,,Natural infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,"Costa Mesa, California",,,,,"Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Olive,,Natural infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,"Newport Beach, California",,,,,"Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Olive,,Natural infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,"Ventura, California",,,,,"Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Olive,,Natural infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,"Piru, California",,,,,"Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Olive,,Natural infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,"Ducor, California",,,,,"Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Olive,,Natural infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,"Oceanside, California",,,,,"Culture method,Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Olive,Oceanside,Natural infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,"Fillmore, California",,,,,"Culture method,Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Olive,Fillmore,Natural infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,"Rolling Hills, California",,,,,"Culture method,Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Olive,RH1,Natural infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,"Rolling Hills, California",,,,,"Culture method,Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Olive,RH2,Natural infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,"La Mirada, California",,,,,"Culture method,Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Olive,LM14,Natural infection,,,,
ALPHA Xylella,375,"R. Krugner, M. S. Sisterson, J. Chen, D. C. Stenger and M. W. Johnson. ""Evaluation of Olive as a Host of Xylella fastidiosa and Associated Sharpshooter Vectors"". Plant Disease 98 (2014): 1186-1193",,,United States,California,,,,,"Pathogenicity tests with vectors (PTV),Polymerase chain reaction (PCR)",,Olive,M23,Experimental infection,,,,
ALPHA Xylella,389,"H. Lin, M. S. Islam, J. C. Cabrera-La Rosa, E. L. Civerolo and R. L. Groves. ""Population Structure of Xylella fastidiosa Associated with Almond Leaf Scorch Disease in the San Joaquin Valley of California"". Phytopathology 105 (2015): 825-832",,,United States,"Kern county, California",,,,,"Culture method,Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Almond,,Natural infection,,,,
ALPHA Xylella,389,"H. Lin, M. S. Islam, J. C. Cabrera-La Rosa, E. L. Civerolo and R. L. Groves. ""Population Structure of Xylella fastidiosa Associated with Almond Leaf Scorch Disease in the San Joaquin Valley of California"". Phytopathology 105 (2015): 825-832",,,United States,"Kern county, California",,,,,"Culture method,Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Almond,,Natural infection,,,,
ALPHA Xylella,389,"H. Lin, M. S. Islam, J. C. Cabrera-La Rosa, E. L. Civerolo and R. L. Groves. ""Population Structure of Xylella fastidiosa Associated with Almond Leaf Scorch Disease in the San Joaquin Valley of California"". Phytopathology 105 (2015): 825-832",,,United States,"Fresno county, California",,,,,"Culture method,Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Almond,,Natural infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Riverside, California",,,,,"Culture method,Symptoms on host plants (SYM)",,Grapevine,,Natural and Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Riverside, California",,,,,"Culture method,Symptoms on host plants (SYM)",,Grapevine,,Natural and Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Riverside, California",,,,,"Culture method,Symptoms on host plants (SYM)",,Grapevine,,Natural and Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Davis, California",,,,,"Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,,Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Davis, California",,,,,"Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,,Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Davis, California",,,,,"Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,,Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Berkeley, California",,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,Temecula,Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Berkeley, California",,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,Temecula,Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Berkeley, California",,,,,"Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,STL,Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Berkeley, California",,,,,"Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,Temecula,Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Berkeley, California",,,,,"Culture method,Epifluorescence microscopy,Pathogenicity test with mechanical injury (PTM)",,Grapevine,KLN59.3 (gfp-marked mutant from Temecula strain),Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Berkeley, California",,,,,"Culture method,Epifluorescence microscopy,Pathogenicity test with mechanical injury (PTM)",,Grapevine,KLN59.3 (gfp-marked mutant from Temecula strain),Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Berkeley, California",,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,rpfG mutant,Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Berkeley, California",,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,xadA mutant,Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Berkeley, California",,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,rpfC mutant,Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Berkeley, California",,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,cgsA mutant,Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Berkeley, California",,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,rpfF KLN61 (Temecula mutant),Experimental infection,,,,
ALPHA Xylella,391,"S. Lindow, K. Newman, S. Chatterjee, C. Baccari, A. T. Lavarone and M. Ionescu. ""Production of Xylella fastidiosa Diffusible Signal Factor in Transgenic Grape Causes Pathogen Confusion and Reduction in Severity of Pierce's Disease"". Molecular Plant-Microbe Interactions 27 (2014): 244-254",,,United States,"Berkeley, California",,,,,"Culture method,Pathogenicity test with mechanical injury (PTM),Symptoms on host plants (SYM)",,Grapevine,Temecula,Experimental infection,,,,
ALPHA Xylella,401,"L. S. Muranaka, T. E. Giorgiano, M. A. Takita, M. R. Forim, L. F. C. Silva, H. D. Coletta-Filho, M. A. Machado and A. A. de Souza. ""N-Acetylcysteine in Agriculture, a Novel Use for an Old Molecule: Focus on Controlling the Plant-Pathogen Xylella fastidiosa"". Plos One 8 (2013): #pages#",,,Brazil,,,,,,"Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Sweet orange trees,,Experimental infection,,,,
ALPHA Xylella,456,"J. E. Oliver, P. A. Cobine and L. De La Fuente. ""Xylella fastidiosa Isolates from Both subsp multiplex and fastidiosa Cause Disease on Southern Highbush Blueberry (Vaccinium sp.) Under Greenhouse Conditions"". Phytopathology 105 (2015): 855-862",,,United States,,,,,,"Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Southern highbush blueberry,"Isolates CCPM1, EB92-1, GilBec625, WM1-1",Experimental infection,,,,
ALPHA Xylella,456,"J. E. Oliver, P. A. Cobine and L. De La Fuente. ""Xylella fastidiosa Isolates from Both subsp multiplex and fastidiosa Cause Disease on Southern Highbush Blueberry (Vaccinium sp.) Under Greenhouse Conditions"". Phytopathology 105 (2015): 855-862",,,United States,,,,,,"Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,Southern highbush blueberry,"Isolates AlmaEm3, BB08-1, BBI64",Experimental infection,,,,
ALPHA Xylella,457,"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente. ""Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates"". Molecular Plant-Microbe Interactions 27 (2014): 1048-1058",,,United States,"Dahlonega, Georgia",,,,,Unknown,,Grape,Isolate WM1-1,NA,,,,
ALPHA Xylella,457,"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente. ""Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates"". Molecular Plant-Microbe Interactions 27 (2014): 1048-1058",,,United States,,,,,,"Pathogenicity test with mechanical injury (PTM),Polymerase chain reaction (PCR),Symptoms on host plants (SYM)",,tobacco,"Isolates AlmaEm3, BB08-1, BBI64",Experimental infection,,,,
ALPHA Xylella,457,"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente. ""Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates"". Molecular Plant-Microbe Interactions 27 (2014): 1048-1058",,,United States,"Alma, Georgia",,,,,Unknown,,Blueberry,Isolate AlmaEm3,NA,,,,
ALPHA Xylella,457,"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente. ""Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates"". Molecular Plant-Microbe Interactions 27 (2014): 1048-1058",,,United States,"Palatka, Florida",,,,,Unknown,,Blueberry,Isolate BB08-1,NA,,,,
ALPHA Xylella,457,"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente. ""Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates"". Molecular Plant-Microbe Interactions 27 (2014): 1048-1058",,,United States,"Hoboken, Georgia",,,,,Unknown,,Blueberry,Isolate BBI64,NA,,,,
ALPHA Xylella,457,"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente. ""Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates"". Molecular Plant-Microbe Interactions 27 (2014): 1048-1058",,,United States,"Dahlonega, Georgia",,,,,Unknown,,Grape,Isolate CCPM1,NA,,,,
ALPHA Xylella,457,"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente. ""Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates"". Molecular Plant-Microbe Interactions 27 (2014): 1048-1058",,,United States,"Rutherford, California",,,,,Unknown,,Grape,Isolate ConnCreek,NA,,,,
ALPHA Xylella,457,"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente. ""Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates"". Molecular Plant-Microbe Interactions 27 (2014): 1048-1058",,,United States,"Leesburg, Florida",,,,,Unknown,,Elderberry,Isolate EB92-1,NA,,,,
ALPHA Xylella,457,"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente. ""Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates"". Molecular Plant-Microbe Interactions 27 (2014): 1048-1058",,,United States,"Stonewall, Texas",,,,,Unknown,,Grape,Isolate GilBec625,NA,,,,
